title,company,description,onsite_remote,salary,location,criteria,posted_date,link
Senior Software Engineer - ML/Ranking,owl.co,Nan,onsite,NaN,"Toronto, Ontario, Canada",[],2023-03-01,https://ca.linkedin.com/jobs/view/senior-software-engineer-ml-ranking-at-owl-co-3543544065?refId=fIrzdihCN9fgJhWf85R7XA%3D%3D&trackingId=9RvjgFHRPQL6Wi7nrc%2BKpg%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card
Machine Learning Engineer,Prenuvo,Nan,onsite,NaN,"Vancouver, British Columbia, Canada",[],2023-04-11,https://ca.linkedin.com/jobs/view/machine-learning-engineer-at-prenuvo-3560474483?refId=fIrzdihCN9fgJhWf85R7XA%3D%3D&trackingId=hUwSkc3eX2jawuk27Dexvg%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card
Machine Learning Scientist - NLP,"Huawei Technologies Canada Co., Ltd.",Nan,onsite,NaN,"Vancouver, British Columbia, Canada",[],2022-12-31,https://ca.linkedin.com/jobs/view/machine-learning-scientist-nlp-at-huawei-technologies-canada-co-ltd-3421574537?refId=fIrzdihCN9fgJhWf85R7XA%3D%3D&trackingId=XgOcX8sWOKhcwtXcFTRfAw%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card
"Data Scientist, Artificial Intelligence",Air Canada,Nan,onsite,NaN,"Dorval, Quebec, Canada",[],2023-03-30,https://ca.linkedin.com/jobs/view/data-scientist-artificial-intelligence-at-air-canada-3549964954?refId=fIrzdihCN9fgJhWf85R7XA%3D%3D&trackingId=gg%2F3QOdZoPbNR%2FVT0sRMPA%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card
Expert(e) ML - Traitement automatique du langage naturel (TALN),CRIM,"Nous recherchons un(e) expert(e) en apprentissage automatique spécialisé(e) en traitement automatique du langage naturel (TALN)motivé(e) à se joindre à un groupe de scientifiques et de développeurs expérimentés en TALN, en représentation des connaissances ainsi qu’en apprentissage automatique. Le(e) candidat(e) doit avoir une expérience concrète en TALN et démontrer un intérêt à travailler sur des données réelles portant sur des problématiques industrielles comme l’extraction d’information, la classification, la reconnaissance d’entités nommées ou encore l’analyse de sentiments.Le(e) candidat(e) pourra mettre à profit tant ses habiletés en communication par la diffusion de contenu technique et les rencontres clients, que ses habiletés en résolution de problème sur les différents projets internes et externes.Pour réussir à ce poste, le(e) candidat(e) retenu(e) devra combiner des passions pour la linguistique, l’informatique ainsi que pour l’apprentissage automatique. Il(elle) devra démontrer une capacité et une motivation à évoluer rapidement dans ces domaines pour permettre de relever les défis industriels et partager ses expertises appliquées.Description Des Principales FonctionsParticiper simultanément à la réalisation de plusieurs projets en TALN portant sur des problématiques industrielles Participer à des activités de développement expérimental et de recherche appliquée en TALN et en apprentissage automatique, dont l’apprentissage profond, pour répondre aux besoins des entreprises et partenaires du CRIM Participer à l’évaluation de nouveaux projets (complexité technique, enjeux, faisabilité, etc.) et à la rédaction d’offres de serviceMaintenir ses connaissances à jour, contribuer aux séminaires scientifiques internes et externes pour partager ses connaissances et son savoir-faire. Assurer et documenter des activités de veille scientifique en TALNRequirementsQualifications recherchéesDiplôme de deuxième cycle en informatique, mathématiques, ou en linguistique avec spécialisation en TALN Expérience minimum de trois (3) ans en TALN et apprentissage automatique, préférablement dans des contextes industrielsExpérience en matière de classification de textes, de reconnaissance d’entités nommées ou d’extraction et recherche de l’informationExpérience en déploiement de modèles prédictifs sur des infrastructures infonuagiquesMaîtrise de PythonExcellente connaissance des librairies de TALN comme Spacy, Hugging Face, Stanza Maîtrise du français et de l’anglais, parlé et écritExpérience en utilisation de GPUs, clusters de calcul, et déploiement de modèlesAtoutsExpérience en utilisation de grands modèles de langue tels que Bert et GPT et les modèles multilinguesCapacité à comprendre les besoins des utilisateurs/experts de domaine et d’en extraire des requis techniques, d’élaborer un plan de travail et de mener une équipe dans la réalisation de solutionsExpérience avec une librairie d’apprentissage profond (Pytorch, Tensorflow)Expérience avec les techniques d’apprentissage par transfertExpérience et intérêt pour offrir des formations et du mentorat en TALNBonnes connaissances théoriques en apprentissage automatique : fonctions de coût, gradient, optimisation, convergence, fonctions d’activation, régularisation, architectures, etc.Connaissances en analyse lexicale, syntaxique, sémantique et pragmatiqueQualités recherchéesRapidité d’apprentissage et d’adaptationAutonomie, motivation et initiativeHabileté de communication, d’écoute et de partage de connaissancesIntérêt à recevoir et donner du feedback constructifBenefitsDe bonnes raisons pour travailler au CRIMBénéficiez d’excellentes conditions d’emploi (assurances collectives, REER, vacances);Maintenez un équilibre et une qualité de vie entre le travail et la famille avec un horaire flexible et du télétravail; Bénéficiez de la proximité des transports en commun (métro, autobus et gare à proximité);Profitez d’un climat de travail exceptionnel;Côtoyez des gens passionnants dans un milieu collaboratif.Bénéficiez d’un environnement tourné vers l’apprentissage tout au long de la vieLe CRIM est un employeur équitable et la diversité lui tient à cœur. Nous valorisons le développement d’idées en équipe et cultivons un environnement de travail ouvert et respectueux des différences. Nous encourageons tous les candidats et toutes les candidates à postuler sur ce poste, cependant seules les personnes sélectionnées seront contactées. Merci de votre intérêt envers le CRIM!Joignez-vous à l’équipe du CRIM et travaillez avec des gens passionnés et dynamiques !",onsite,NaN,"Montreal, Quebec, Canada","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Other'}, {'Industries': 'Technology, Information and Internet'}]",2022-12-08,https://ca.linkedin.com/jobs/view/expert-e-ml-traitement-automatique-du-langage-naturel-taln-at-crim-3422815030?refId=fIrzdihCN9fgJhWf85R7XA%3D%3D&trackingId=26CaDPpCmvozoJRIjHeloA%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card
Machine Learning Engineer,Recruiting in Motion,"About Our ClientOur client, one of the world’s largest online gaming and sportsbook companies, is looking to hire a Machine Learning Engineer to join their growing team on Full Time Permanent position.ResponsibilitiesResponsible for developing algorithms that will form the basis of mathematical models used to understand and automate the trading process of sports betting marketsMust have a strong background in Machine Learning, Statistics, and Algorithm DevelopmentRequirementsDegree or Diploma in Computer Science, Software Engineering, Computational Statistics or equivalent degree or experience. An MS or PHD in Computer Science, specializing in Machine Learning is desirable.3+ years of relevant experience with statistical computing in R or Python.3+ years of experience with Machine Learning algorithms and Probabilistic Modelling.Strong background in statistics, preferably Bayesian Statistics.Experience with SQL and SQL Server.Experience with modern R packages and technologies such as dplyr, tidyR, data.table, shinyR preferred.Experience with .NET Framework and C# is preferable.Experience with Bayesian Inference using Statistical Languages for MCMC such as Stan, JAGS, WinBugs is a big plus. Experience using cloud computing platforms such as EC2 (AWS)Domain experience in on-line gaming and entertainment industry, Financial Markets (such as Stock Exchange, Options, Bonds, ForEx, etc), or other types of 2-sided markets is a plus.Experience with Neural Networks or Deep Learning on large problems is a plus.Experience with Hadoop, Map Reduce or High Performance Computing is a plus.Strong analytical, conceptual, and problem-solving abilities with attention to detail.Ability to multi-task and manage multiple assignments in a fast-paced environment.Strong written and oral communication skills.Initiative to work independently, but also able to work effectively with team members in different locations.Flexibility and adaptability to business requirements and priority changes.",onsite,NaN,"North York, Ontario, Canada","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Staffing and Recruiting'}]",2023-03-21,https://ca.linkedin.com/jobs/view/machine-learning-engineer-at-recruiting-in-motion-3533726755?refId=fIrzdihCN9fgJhWf85R7XA%3D%3D&trackingId=acJjLxrIHKfXcBGoglkQKA%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card
Industrial Affairs (IA) Data Scientist,Experfy,Nan,onsite,NaN,"Toronto, Ontario, Canada",[],2023-03-02,https://ca.linkedin.com/jobs/view/industrial-affairs-ia-data-scientist-at-experfy-3545263282?refId=fIrzdihCN9fgJhWf85R7XA%3D%3D&trackingId=LliL7i33VjUu6kA%2FSHXgCw%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Scientist,Boosted.ai,Nan,onsite,NaN,"Toronto, Ontario, Canada",[],2023-03-23,https://ca.linkedin.com/jobs/view/data-scientist-at-boosted-ai-3569585930?refId=fIrzdihCN9fgJhWf85R7XA%3D%3D&trackingId=SGyU7CMCgpvSNsO8p16OsQ%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card
Machine Learning Engineer,Dow Jones,Nan,onsite,NaN,"Toronto, Ontario, Canada",[],2023-04-22,https://ca.linkedin.com/jobs/view/machine-learning-engineer-at-dow-jones-3580011373?refId=fIrzdihCN9fgJhWf85R7XA%3D%3D&trackingId=DFVB8mQTHnj7OfxC%2FOQT6Q%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card
Junior Data Scientist,CAPREIT,Nan,onsite,NaN,"Toronto, Ontario, Canada",[],2023-04-18,https://ca.linkedin.com/jobs/view/junior-data-scientist-at-capreit-3575209411?refId=fIrzdihCN9fgJhWf85R7XA%3D%3D&trackingId=AibzcXR2mdnGIiYdjtZ9mw%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Scientist,Nuvoola AI,Nan,onsite,NaN,"Québec, Quebec, Canada",[],2022-09-28,https://ca.linkedin.com/jobs/view/data-scientist-at-nuvoola-ai-3327580150?refId=fIrzdihCN9fgJhWf85R7XA%3D%3D&trackingId=W1ec2Evaa4nYw2g7h4oMag%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card
Principal Data Scientist,Experfy,Nan,onsite,NaN,"Toronto, Ontario, Canada",[],2023-03-02,https://ca.linkedin.com/jobs/view/principal-data-scientist-at-experfy-3545264218?refId=fIrzdihCN9fgJhWf85R7XA%3D%3D&trackingId=mMQRdoF2Q2mU5oGKvDa54A%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Scientist - Operations,Daisy Intelligence Corporation,Nan,onsite,NaN,"Toronto, Ontario, Canada",[],2022-10-19,https://ca.linkedin.com/jobs/view/data-scientist-operations-at-daisy-intelligence-corporation-3318517718?refId=fIrzdihCN9fgJhWf85R7XA%3D%3D&trackingId=5xRJ24q%2FOD6p5uLB58UHSA%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card
Sr Data Scientist,owl.co,Nan,onsite,NaN,"Toronto, Ontario, Canada",[],2023-03-24,https://ca.linkedin.com/jobs/view/sr-data-scientist-at-owl-co-3542339051?refId=fIrzdihCN9fgJhWf85R7XA%3D%3D&trackingId=kPlxKgVZWZcAXOI67QwBsw%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Scientist,Focal Systems,Nan,onsite,NaN,"Toronto, Ontario, Canada",[],2023-02-17,https://ca.linkedin.com/jobs/view/data-scientist-at-focal-systems-3521989313?refId=fIrzdihCN9fgJhWf85R7XA%3D%3D&trackingId=TuO7v2UP4dpHmUhZDeXwkA%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card
AI Developer,Levio,Nan,onsite,NaN,"Québec, Quebec, Canada",[],2023-02-12,https://ca.linkedin.com/jobs/view/ai-developer-at-levio-3515934794?refId=0z7Xio7jN%2FIlqMgDsXm6JA%3D%3D&trackingId=6D5aM61TMisDhgXHMpsbGg%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card
